"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"San Marino","SMR","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","4.8","5.8","","","","7.2","6.9","6.9","6.2","6","5.3","5.5","4.3","4.2","5.1","3.9","3.9","5.1","4.4","4.1","3","2.8","","","","","2.11","1.63","","","4.02","4.37","5.06","5.19","6.08","6.61","7.38","6.45","7.89","7.83","7.54","7.23","6.34","4.91","",
"Somalia","SOM","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.828","","","","",
"Serbia","SRB","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.4","13.2","13.8","13.7","13.7","12.6","12.8","13.8","15.2","18.5","20.85","20.85","18.06","13.67","16.116","19.204","22.959","24","22.154","19.223","17.66","15.257","13.477","12.733","10.395","9.011","10.061","8.684","",
"Sub-Saharan Africa (excluding high income)","SSA","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"South Sudan","SSD","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.15","","","","","","","","","","","","","","","",
"Sub-Saharan Africa","SSF","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Small states","SST","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sao Tome and Principe","STP","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","0.61","0.57","0.7","0.56","0.48","0.34","","","","","","","","","","","","","","","","14.4","15.73","17.63","16.36","16.12","16.47","16.65","","","","","","13.59","","","","","","","","","","","",
"Suriname","SUR","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","16.37","19.53","","15.51","15.65","","17.28","15.64","12.7","8.39","10.88","10.56","10.63","13.6","","","","","9.49","","","","","8.72","7.15","7.54","8.1","6.6","6.94","7.22","7.917","","","","","","","",
"Slovak Republic","SVK","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.2","13.654","13.109","11.341","11.894","12.421","16.099","18.546","20.46","18.541","17.55","18.206","16.276","13.395","11.16","9.514","12.023","14.387","13.634","13.966","14.227","11.537","11.492","9.679","8.142","6.544","5.761","6.719","6.894","6.143","",
"Slovenia","SVN","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.08","","8.51","8.24","7.15","6.886","6.658","7.4","7.33","6.92","5.685","5.927","6.481","6.017","6.515","5.957","4.828","4.379","5.869","7.248","8.182","8.852","10.116","9.692","8.975","8.007","6.573","5.116","4.448","4.974","4.747","4.013","",
"Sweden","SWE","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","1.89","1.51","2.55","2.7","2.46","1.98","1.62","1.61","","","","","","3.14","3.48","3.07","2.83","2.23","2.15","","1.46","1.832","3.243","5.722","9.33","9.58","8.897","9.547","10.359","8.941","7.607","5.466","4.73","4.965","5.555","6.693","7.486","7.066","6.161","6.235","8.351","8.61","7.804","7.976","8.052","7.954","7.432","6.99","6.718","6.365","6.833","8.291","8.722","7.392","",
"Eswatini","SWZ","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.65","","22.5","","","","","","","","","","28.24","","","","","","","","","22.718","","","","","31.448","","",
"Sint Maarten (Dutch part)","SXM","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.35","","","","","","","","9.81","","","5.5","","","","","","4.11","","","3.841","4.151","3.965","3.715","3.528","2.966","4.311","","","",
"Syrian Arab Republic","SYR","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","4.3","6.4","7.5","4.7","4.5","5.1","4.81","6.2","5","4.5","3.8","","","","4.24","4.7","","","","","5.78","","6.75","","7.4","7.5","7.2","","","","7.6","","11.63","11.68","10.28","","","8.17","8.42","10.94","8.14","8.61","","","","","","","","","","","","","",
"Turks and Caicos Islands","TCA","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.71","6.18","7.77","9.86","8.04","7.45","5.43","8.3","","","","","","","","","","","","","","","",
"Chad","TCD","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7","","","","","","","","","","","","","","","","","","","","","","","","","1.135","","","","","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.59319144460529","2.54850709568984","2.79431214560073","3.1176646043156","3.05735550642188","3.22526335111774","3.32058869156572","3.54425268269662","3.59691135098444","4.0690353553095","3.78349251167815","4.20510965944313","4.30836763818688","4.33085188886968","4.46697559983667","4.3702062815961","4.20130850748711","4.38296491060565","4.22533989221814","3.93765403973932","3.87796338485753","3.80249917342991","3.74403797493185","3.75887475594937","","","3.53186347284563","4.2983133339333","4.33959802752366","4.82676666369526","4.55197235523671","","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.53361878986934","7.01134433463139","8.3939186048469","8.51392826577231","9.05354848140942","9.88967663916205","10.7682515359925","11.5739745836583","10.1609477040796","10.1173285585262","9.94925497020293","9.48097360478971","9.21616461235918","8.56922632375235","8.18684036629487","7.47158182742428","7.34205026682062","9.14893074666698","8.7399301890125","8.02437320813307","7.51533484064151","7.56786282174917","7.51039299594738","7.4986883177387","7.44118042650338","7.08386716839769","6.85623906893573","6.91289752396353","7.11317323789362","6.82287075211931","5.5548266762702","",
"Togo","TGO","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.229","","","","","1.982","","","","2.204","","3.744","","2.056","","","","",
"Thailand","THA","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","0.19","0.51","0.43","0.47","0.45","0.6","0.9","0.75","0.92","0.93","1.26","2.66","2.9","2.9","4.93","3.5","5.77","3.04","1.39","2.21","2.63","1.35","1.49","1.347","1.1","1.071","0.873","3.404","2.968","2.389","2.6","","1.54","1.51","1.35","1.22","1.18","1.18","1.49","0.622","0.66","0.58","0.249","0.576","0.597","0.688","0.83","0.766","0.716","1.099","1.215","0.94","",
"Tajikistan","TJK","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4","1.2","1.7","2","2.6","2.7","3.2","3","2.7","2.3","2.5","3.85","2","2","2.2","2.874","","11.5","","","","","","","6.9","","","","","","","",
"Turkmenistan","TKM","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","4","","","","","","","","","","","","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.53479824862364","6.00275291103133","","8.39600936064098","8.88345123882996","8.56694876520713","9.01776528153748","9.8058128956695","","9.16134876704436","9.99062135495814","9.53616189263737","8.58125680113449","8.44226510890157","7.33457993757908","7.45767915720089","6.83497305934279","7.86200966828767","","6.61653895442188","6.42964149767379","6.20500366361572","6.03115150807199","6.5870070018644","7.70142546016722","8.06062717244187","8.08369356949354","8.1474178347819","10.5218745512664","9.30544682337443","6.96776001765946","",
"Timor-Leste","TLS","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.235","","","","","","5.646","","","3.301","","","4.05","","","4.657","","","","","2.344","","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.4133582719777","","","","","","","","","","","13.5976773712785","","11.8321559166704","12.267507853566","11.1751383911649","10.4321701307255","10.3326807016251","10.4535991386372","11.0134955553685","11.7020947168647","11.7999817252469","11.5162759110851","11.5817990880112","11.8455249285809","11.8843781556131","12.4930954780062","","","","10.2669172440778","","",
"Tonga","TON","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.16","","","1.3","","","","","","","","","","5.18","","","1.09","","","","","","","","","","","","2.248","","","3.066","","",
"South Asia (IDA & IBRD)","TSA","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.70210599761745","","","","","","3.25909481308226","","","","","8.07805554008818","","","","","2.91361183627412","","3.26104887094097","","","","","","7.18327670842273","6.27936738368265","7.88284834496513","6.36171192763055","4.87271445796914","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Trinidad and Tobago","TTO","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","13.17","12.76","13.03","","15.4","15.24","14.99","","8.98","7.27","6.75","6.03","6.31","6.22","6.61","8.17","9.31","9.37","22.11","21.88","21.95","21.86","18.52","19.66","19.81","18.44","17.22","16.25","15.01","14.21","13.12","12.1","10.88","10.39","10.48","8.33","7.95","6.27","5.54","4.63","5.28","4.033","3.425","3.718","2.683","2.477","2.428","3.207","","","3.523","4.206","4.446","4.383","",
"Tunisia","TUN","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.13","","","","","","","","15.94","","15.21","14.94","14.4","14.55","14.51","14.23","12.872","12.51","12.365","12.444","13.291","13.049","18.334","17.63","15.934","14.259","15.159","15.557","15.33","15.459","17.153","","","","",
"Turkiye","TUR","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","10.93","12.06","11.92","11.21","","","8.04","8.26","8.015","8.21","8.509","8.962","8.577","7.644","6.629","6.841","6.888","7.687","6.495","8.381","10.358","10.542","10.838","10.636","10.227","10.285","10.965","14.026","11.879","9.789","9.21","9.713","9.901","10.304","10.899","10.919","10.956","13.73","13.148","11.969","10.432","",
"Tuvalu","TUV","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.53","","","","","","","","","","","","","","8.489","26.553","","","","","7.867","",
"Tanzania","TZA","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.6","","","","","","","","","","2.994","3.6","","","","3.299","","0.343","2.5","1.314","3.47","2.608","2.93","2.125","","","","","","2.781","","","",
"Uganda","UGA","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.5","3.6","","1.9","","","","3.6","1.401","0.882","3.551","1.91","1.566","","","3.643","","2.563","","3.422","","",
"Ukraine","UKR","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.62","7.65","8.93","11.32","11.864","11.707","11.061","10.136","9.057","8.59","7.18","6.81","6.351","6.363","8.84","8.1","7.851","7.529","7.17","9.27","9.14","9.35","9.5","8.799","8.194","9.475","9.834","","",
"Upper middle income","UMC","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.86645974431966","3.31522700118241","3.49279694967392","3.86678224268035","4.43947258251119","4.6183191581442","4.7905782508403","5.3814268911985","5.66755816299161","5.47919684123915","5.62588062617064","5.99450333454985","6.01754468583861","5.87005887040699","5.81089570281133","5.53571523330535","5.48314193954121","5.422454530631","5.81149370134683","5.24357005624101","5.209843165503","5.08306194885679","5.00179032971014","5.00130160778212","","","5.37400414123862","5.90042333841274","6.03369551972333","6.76593017089024","6.36032851145736","","",
"Uruguay","URY","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","7.5","7.6","7.7","8.9","8.1","","","","","","7.3","6.6","11.7","","9.94","","10.7","9.1","","","8.53","8.95","8.96","8.35","9.04","10.02","10.85","11.44","9.362","10.466","12.627","15.052","16.648","16.661","12.98","12.009","10.844","9.403","8.026","7.74","7.158","6.307","6.451","6.444","6.547","7.488","7.841","7.89","8.336","8.734","10.33","9.301","7.877","",
"United States","USA","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","5.5","6.7","5.5","5.7","5.2","4.5","3.8","3.8","3.6","3.5","4.9","5.9","5.6","4.9","5.6","8.5","7.7","7.1","6.1","5.8","7.1","7.6","9.7","9.6","7.5","7.2","7","6.2","5.5","5.3","5.6","6.8","7.5","6.9","6.119","5.65","5.451","5","4.511","4.219","3.992","4.731","5.783","5.989","5.529","5.084","4.623","4.622","5.784","9.254","9.633","8.949","8.069","7.375","6.168","5.28","4.869","4.355","3.896","3.669","8.055","5.349","3.65","3.638",
"Uzbekistan","UZB","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2","0.4","0.4","0.4","","","","","0.4","0.4","0.4","0.3","0.4","0.3","0.2","4.99","4.89","5.04","5.36","4.96","4.87","4.86","5.09","5.15","5.16","5.83","9.35","8.98","5.293","","","",
"St. Vincent and the Grenadines","VCT","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","23.5","","","","","","","","","","","19.77","","","","","","","","","","21.1","","","","","","","18.79","","","","","","","","","","","","","","","",
"Venezuela, RB","VEN","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","7.01","6.34","5.11","4.98","5.81","5.89","7","8.05","11.49","12.86","13.16","10.93","9.1","7.28","9.74","13.96","","","","8.56","10.24","11.77","","","","","8.83","16.17","16.78","","10.663","8.606","7.279","6.245","6.097","7.112","6.902","6.601","","","","5.319","5.045","","","7.53","","","",
"British Virgin Islands","VGB","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Viet Nam","VNM","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.93","2.87","2.29","2.33","2.26","2.76","2.12","2.25","2.14","","","2.026","","1.737","1.114","0.999","1.027","1.316","1.256","1.849","1.848","1.874","1.161","1.681","2.103","2.385","1.535","",
"Vanuatu","VUT","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.006","","","4.565","1.848","","","","","","","","","5.445","4.046","","","",
"World","WLD","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.67654766772418","","5.63472770573625","","","6.20544853696099","5.52625905760752","","","6.42747080570733","","6.56544386290142","","","","6.30674056118654","5.4672982575677","5.88938134590493","5.42181754004667","5.62443388466027","5.58412214865104","","","5.58784592113703","5.94619463108886","5.86720245365988","6.69742976221942","6.19355894711688","","",
"Samoa","WSM","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.1","","","","","","","","","","4.96","","","","","1.29","","","","","5.68","8.752","","8.72","","","9.4","","","","","","",
"Kosovo","XKX","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.629","57","55","49.7","39.7","41.4","44.9","46.3","47.5","45.4","","","30.879","29.766","35.264","32.84","27.491","30.344","27.761","25.069","25.459","20.392","12.093","",
"Yemen, Rep.","YEM","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.34","","","","","11.46","","","","","16.23","16.05","15.7","15.33","14.97","14.63","17.82","","","","13.467","","","","","","","","","",
"South Africa","ZAF","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25","25.37","29.88","25.371","27.18","27.116","24.673","23.84","22.616","22.326","19.507","20.512","23.181","21.416","21.786","22.038","22.606","22.869","24.023","23.992","24.218","25.538","24.339","28.77","28.838","",
"Zambia","ZMB","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","13","","","","15","18.9","","19.7","","","15.3","","12","","12.93","","","","","15.9","","","7.93","","13.19","","7.85","","","","","8.518","5.031","5.539","6.032","5.195","5.993","",
"Zimbabwe","ZWE","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","10.8","","","","","7.18","","","","","","","4.96","","","6.93","","6","","","","","4.39","","","","","","","5.368","","","4.774","","","","","7.373","","9.54","","",
